STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER
48,195,950100,1400000US48195950100,48195950100,9501,Census Tract 9501,TX,Hansford County,Texas,CT,1547455185,852095
48,375,010700,1400000US48375010700,48375010700,107,Census Tract 107,TX,Potter County,Texas,CT,2001766,0
48,375,014100,1400000US48375014100,48375014100,141,Census Tract 141,TX,Potter County,Texas,CT,12659942,3240
48,073,950801,1400000US48073950801,48073950801,9508.01,Census Tract 9508.01,TX,Cherokee County,Texas,CT,519280593,393509
48,085,031643,1400000US48085031643,48085031643,316.43,Census Tract 316.43,TX,Collin County,Texas,CT,2155712,0
48,085,032008,1400000US48085032008,48085032008,320.08,Census Tract 320.08,TX,Collin County,Texas,CT,4209951,841
48,085,032012,1400000US48085032012,48085032012,320.12,Census Tract 320.12,TX,Collin County,Texas,CT,1626809,0
48,085,031715,1400000US48085031715,48085031715,317.15,Census Tract 317.15,TX,Collin County,Texas,CT,1816782,0
48,097,000600,1400000US48097000600,48097000600,6,Census Tract 6,TX,Cooke County,Texas,CT,13928475,0
48,097,000200,1400000US48097000200,48097000200,2,Census Tract 2,TX,Cooke County,Texas,CT,628073094,5797336
48,105,950100,1400000US48105950100,48105950100,9501,Census Tract 9501,TX,Crockett County,Texas,CT,7270935061,53329
48,119,950100,1400000US48119950100,48119950100,9501,Census Tract 9501,TX,Delta County,Texas,CT,638769292,42148509
48,121,021301,1400000US48121021301,48121021301,213.01,Census Tract 213.01,TX,Denton County,Texas,CT,1380309,0
48,121,021635,1400000US48121021635,48121021635,216.35,Census Tract 216.35,TX,Denton County,Texas,CT,985427,0
48,145,000800,1400000US48145000800,48145000800,8,Census Tract 8,TX,Falls County,Texas,CT,948360502,11316155
48,149,970400,1400000US48149970400,48149970400,9704,Census Tract 9704,TX,Fayette County,Texas,CT,409342850,3581959
48,005,000500,1400000US48005000500,48005000500,5,Census Tract 5,TX,Angelina County,Texas,CT,14970464,307614
48,005,000102,1400000US48005000102,48005000102,1.02,Census Tract 1.02,TX,Angelina County,Texas,CT,156393312,2427164
48,007,950200,1400000US48007950200,48007950200,9502,Census Tract 9502,TX,Aransas County,Texas,CT,2686719,17605331
48,009,020300,1400000US48009020300,48009020300,203,Census Tract 203,TX,Archer County,Texas,CT,842214314,12206880
48,025,950300,1400000US48025950300,48025950300,9503,Census Tract 9503,TX,Bee County,Texas,CT,10582278,0
48,241,950400,1400000US48241950400,48241950400,9504,Census Tract 9504,TX,Jasper County,Texas,CT,349494183,18452445
48,245,000900,1400000US48245000900,48245000900,9,Census Tract 9,TX,Jefferson County,Texas,CT,1982679,0
48,245,002300,1400000US48245002300,48245002300,23,Census Tract 23,TX,Jefferson County,Texas,CT,3626844,0
48,245,005600,1400000US48245005600,48245005600,56,Census Tract 56,TX,Jefferson County,Texas,CT,1542445,117327
48,245,010200,1400000US48245010200,48245010200,102,Census Tract 102,TX,Jefferson County,Texas,CT,1269432,0
48,245,000600,1400000US48245000600,48245000600,6,Census Tract 6,TX,Jefferson County,Texas,CT,3534377,0
48,251,130700,1400000US48251130700,48251130700,1307,Census Tract 1307,TX,Johnson County,Texas,CT,2755204,1043
48,037,011700,1400000US48037011700,48037011700,117,Census Tract 117,TX,Bowie County,Texas,CT,428471995,3190967
48,055,960102,1400000US48055960102,48055960102,9601.02,Census Tract 9601.02,TX,Caldwell County,Texas,CT,323099528,687380
48,157,675000,1400000US48157675000,48157675000,6750,Census Tract 6750,TX,Fort Bend County,Texas,CT,3991206,215418
48,039,663200,1400000US48039663200,48039663200,6632,Census Tract 6632,TX,Brazoria County,Texas,CT,4186084,194714
48,139,060500,1400000US48139060500,48139060500,605,Census Tract 605,TX,Ellis County,Texas,CT,5784517,0
48,147,950100,1400000US48147950100,48147950100,9501,Census Tract 9501,TX,Fannin County,Texas,CT,373093286,2075212
48,167,720800,1400000US48167720800,48167720800,7208,Census Tract 7208,TX,Galveston County,Texas,CT,5165206,7596
48,167,724400,1400000US48167724400,48167724400,7244,Census Tract 7244,TX,Galveston County,Texas,CT,1185357,0
48,167,724600,1400000US48167724600,48167724600,7246,Census Tract 7246,TX,Galveston County,Texas,CT,699522,0
48,175,960200,1400000US48175960200,48175960200,9602,Census Tract 9602,TX,Goliad County,Texas,CT,1563355891,7964691
48,179,950800,1400000US48179950800,48179950800,9508,Census Tract 9508,TX,Gray County,Texas,CT,3382707,0
48,201,530200,1400000US48201530200,48201530200,5302,Census Tract 5302,TX,Harris County,Texas,CT,3533268,18067
48,201,534002,1400000US48201534002,48201534002,5340.02,Census Tract 5340.02,TX,Harris County,Texas,CT,3242144,5588
48,201,521100,1400000US48201521100,48201521100,5211,Census Tract 5211,TX,Harris County,Texas,CT,597859,0
48,201,553700,1400000US48201553700,48201553700,5537,Census Tract 5537,TX,Harris County,Texas,CT,3142144,19842
48,201,540800,1400000US48201540800,48201540800,5408,Census Tract 5408,TX,Harris County,Texas,CT,9594713,30791
48,201,511100,1400000US48201511100,48201511100,5111,Census Tract 5111,TX,Harris County,Texas,CT,1877356,13322
48,201,221200,1400000US48201221200,48201221200,2212,Census Tract 2212,TX,Harris County,Texas,CT,2500612,0
48,201,412000,1400000US48201412000,48201412000,4120,Census Tract 4120,TX,Harris County,Texas,CT,1495551,0
48,201,340600,1400000US48201340600,48201340600,3406,Census Tract 3406,TX,Harris County,Texas,CT,1625393,0
48,201,333600,1400000US48201333600,48201333600,3336,Census Tract 3336,TX,Harris County,Texas,CT,3693864,51484
48,201,323300,1400000US48201323300,48201323300,3233,Census Tract 3233,TX,Harris County,Texas,CT,1310396,0
48,201,332300,1400000US48201332300,48201332300,3323,Census Tract 3323,TX,Harris County,Texas,CT,1203528,0
48,201,321500,1400000US48201321500,48201321500,3215,Census Tract 3215,TX,Harris County,Texas,CT,943249,0
48,201,311900,1400000US48201311900,48201311900,3119,Census Tract 3119,TX,Harris County,Texas,CT,2074455,43861
48,201,211200,1400000US48201211200,48201211200,2112,Census Tract 2112,TX,Harris County,Texas,CT,1702869,0
48,201,412500,1400000US48201412500,48201412500,4125,Census Tract 4125,TX,Harris County,Texas,CT,645526,266
48,201,231500,1400000US48201231500,48201231500,2315,Census Tract 2315,TX,Harris County,Texas,CT,1159596,0
48,201,210500,1400000US48201210500,48201210500,2105,Census Tract 2105,TX,Harris County,Texas,CT,2154322,0
48,201,230800,1400000US48201230800,48201230800,2308,Census Tract 2308,TX,Harris County,Texas,CT,1851884,0
48,201,452802,1400000US48201452802,48201452802,4528.02,Census Tract 4528.02,TX,Harris County,Texas,CT,1298551,126
48,201,451700,1400000US48201451700,48201451700,4517,Census Tract 4517,TX,Harris County,Texas,CT,1747419,9610
48,201,422302,1400000US48201422302,48201422302,4223.02,Census Tract 4223.02,TX,Harris County,Texas,CT,694397,0
48,201,220600,1400000US48201220600,48201220600,2206,Census Tract 2206,TX,Harris County,Texas,CT,1660905,0
48,201,421403,1400000US48201421403,48201421403,4214.03,Census Tract 4214.03,TX,Harris County,Texas,CT,654077,0
48,201,433202,1400000US48201433202,48201433202,4332.02,Census Tract 4332.02,TX,Harris County,Texas,CT,1150085,0
48,277,000200,1400000US48277000200,48277000200,2,Census Tract 2,TX,Lamar County,Texas,CT,633352737,8826329
48,309,004300,1400000US48309004300,48309004300,43,Census Tract 43,TX,McLennan County,Texas,CT,8823633,26490
48,309,003300,1400000US48309003300,48309003300,33,Census Tract 33,TX,McLennan County,Texas,CT,7942304,0
48,333,950200,1400000US48333950200,48333950200,9502,Census Tract 9502,TX,Mills County,Texas,CT,601748025,1144302
48,361,021200,1400000US48361021200,48361021200,212,Census Tract 212,TX,Orange County,Texas,CT,93443165,3227364
48,381,020400,1400000US48381020400,48381020400,204,Census Tract 204,TX,Randall County,Texas,CT,1498424,0
48,381,021605,1400000US48381021605,48381021605,216.05,Census Tract 216.05,TX,Randall County,Texas,CT,2612629,101650
48,387,950100,1400000US48387950100,48387950100,9501,Census Tract 9501,TX,Red River County,Texas,CT,808649385,7822597
48,399,950600,1400000US48399950600,48399950600,9506,Census Tract 9506,TX,Runnels County,Texas,CT,885079167,9509472
48,445,950400,1400000US48445950400,48445950400,9504,Census Tract 9504,TX,Terry County,Texas,CT,42786774,112377
48,451,000300,1400000US48451000300,48451000300,3,Census Tract 3,TX,Tom Green County,Texas,CT,34172448,0
48,453,002201,1400000US48453002201,48453002201,22.01,Census Tract 22.01,TX,Travis County,Texas,CT,5089677,1348
48,453,000304,1400000US48453000304,48453000304,3.04,Census Tract 3.04,TX,Travis County,Texas,CT,1192522,0
48,453,001307,1400000US48453001307,48453001307,13.07,Census Tract 13.07,TX,Travis County,Texas,CT,1769497,0
48,453,002002,1400000US48453002002,48453002002,20.02,Census Tract 20.02,TX,Travis County,Texas,CT,1589727,0
48,453,002413,1400000US48453002413,48453002413,24.13,Census Tract 24.13,TX,Travis County,Texas,CT,1341870,0
48,457,950400,1400000US48457950400,48457950400,9504,Census Tract 9504,TX,Tyler County,Texas,CT,668535186,12276500
48,465,950400,1400000US48465950400,48465950400,9504,Census Tract 9504,TX,Val Verde County,Texas,CT,8450174,21986
48,469,001300,1400000US48469001300,48469001300,13,Census Tract 13,TX,Victoria County,Texas,CT,521116549,7569498
48,469,000501,1400000US48469000501,48469000501,5.01,Census Tract 5.01,TX,Victoria County,Texas,CT,3134075,0
48,469,001604,1400000US48469001604,48469001604,16.04,Census Tract 16.04,TX,Victoria County,Texas,CT,3721156,0
48,479,001719,1400000US48479001719,48479001719,17.19,Census Tract 17.19,TX,Webb County,Texas,CT,1167415,0
48,479,000903,1400000US48479000903,48479000903,9.03,Census Tract 9.03,TX,Webb County,Texas,CT,558773,0
48,483,950300,1400000US48483950300,48483950300,9503,Census Tract 9503,TX,Wheeler County,Texas,CT,797473293,841283
48,303,010506,1400000US48303010506,48303010506,105.06,Census Tract 105.06,TX,Lubbock County,Texas,CT,3856658,0
48,303,000301,1400000US48303000301,48303000301,3.01,Census Tract 3.01,TX,Lubbock County,Texas,CT,961915,25395
48,303,002102,1400000US48303002102,48303002102,21.02,Census Tract 21.02,TX,Lubbock County,Texas,CT,1684008,34755
48,303,010402,1400000US48303010402,48303010402,104.02,Census Tract 104.02,TX,Lubbock County,Texas,CT,15344152,181293
48,413,950300,1400000US48413950300,48413950300,9503,Census Tract 9503,TX,Schleicher County,Texas,CT,3394546068,87401
48,409,010500,1400000US48409010500,48409010500,105,Census Tract 105,TX,San Patricio County,Texas,CT,15309497,0
48,141,003901,1400000US48141003901,48141003901,39.01,Census Tract 39.01,TX,El Paso County,Texas,CT,2087387,0
48,141,000301,1400000US48141000301,48141000301,3.01,Census Tract 3.01,TX,El Paso County,Texas,CT,2654932,0
48,141,001002,1400000US48141001002,48141001002,10.02,Census Tract 10.02,TX,El Paso County,Texas,CT,1263562,0
48,141,003502,1400000US48141003502,48141003502,35.02,Census Tract 35.02,TX,El Paso County,Texas,CT,2521779,0
48,141,002300,1400000US48141002300,48141002300,23,Census Tract 23,TX,El Paso County,Texas,CT,2023107,3413
48,141,010311,1400000US48141010311,48141010311,103.11,Census Tract 103.11,TX,El Paso County,Texas,CT,2206418,0
48,141,000404,1400000US48141000404,48141000404,4.04,Census Tract 4.04,TX,El Paso County,Texas,CT,1210281,0
48,049,950100,1400000US48049950100,48049950100,9501,Census Tract 9501,TX,Brown County,Texas,CT,614829664,6020484
48,135,002502,1400000US48135002502,48135002502,25.02,Census Tract 25.02,TX,Ector County,Texas,CT,5222519,0
48,135,001500,1400000US48135001500,48135001500,15,Census Tract 15,TX,Ector County,Texas,CT,3151216,0
48,187,210706,1400000US48187210706,48187210706,2107.06,Census Tract 2107.06,TX,Guadalupe County,Texas,CT,3613577,8867
48,057,000100,1400000US48057000100,48057000100,1,Census Tract 1,TX,Calhoun County,Texas,CT,10030284,8671029
48,027,021901,1400000US48027021901,48027021901,219.01,Census Tract 219.01,TX,Bell County,Texas,CT,3726974,0
48,027,022801,1400000US48027022801,48027022801,228.01,Census Tract 228.01,TX,Bell County,Texas,CT,1099748,0
48,027,020701,1400000US48027020701,48027020701,207.01,Census Tract 207.01,TX,Bell County,Texas,CT,1640252,0
48,355,001801,1400000US48355001801,48355001801,18.01,Census Tract 18.01,TX,Nueces County,Texas,CT,3272604,0
48,355,000900,1400000US48355000900,48355000900,9,Census Tract 9,TX,Nueces County,Texas,CT,1694728,0
48,355,001601,1400000US48355001601,48355001601,16.01,Census Tract 16.01,TX,Nueces County,Texas,CT,1606316,0
48,355,003401,1400000US48355003401,48355003401,34.01,Census Tract 34.01,TX,Nueces County,Texas,CT,1880294,0
48,491,021502,1400000US48491021502,48491021502,215.02,Census Tract 215.02,TX,Williamson County,Texas,CT,2006115,2424
48,491,021203,1400000US48491021203,48491021203,212.03,Census Tract 212.03,TX,Williamson County,Texas,CT,11449914,78890
48,029,171601,1400000US48029171601,48029171601,1716.01,Census Tract 1716.01,TX,Bexar County,Texas,CT,3062640,55281
48,029,180604,1400000US48029180604,48029180604,1806.04,Census Tract 1806.04,TX,Bexar County,Texas,CT,3805654,0
48,029,151600,1400000US48029151600,48029151600,1516,Census Tract 1516,TX,Bexar County,Texas,CT,3078853,0
48,029,150502,1400000US48029150502,48029150502,1505.02,Census Tract 1505.02,TX,Bexar County,Texas,CT,1338553,0
48,029,181712,1400000US48029181712,48029181712,1817.12,Census Tract 1817.12,TX,Bexar County,Texas,CT,1687802,0
48,029,180102,1400000US48029180102,48029180102,1801.02,Census Tract 1801.02,TX,Bexar County,Texas,CT,1049555,0
48,029,121508,1400000US48029121508,48029121508,1215.08,Census Tract 1215.08,TX,Bexar County,Texas,CT,2233145,0
48,029,121404,1400000US48029121404,48029121404,1214.04,Census Tract 1214.04,TX,Bexar County,Texas,CT,6661549,390
48,029,191505,1400000US48029191505,48029191505,1915.05,Census Tract 1915.05,TX,Bexar County,Texas,CT,2430993,1480
48,029,190504,1400000US48029190504,48029190504,1905.04,Census Tract 1905.04,TX,Bexar County,Texas,CT,1165677,0
48,029,181301,1400000US48029181301,48029181301,1813.01,Census Tract 1813.01,TX,Bexar County,Texas,CT,1434180,3067
48,029,140900,1400000US48029140900,48029140900,1409,Census Tract 1409,TX,Bexar County,Texas,CT,1189812,0
48,029,130500,1400000US48029130500,48029130500,1305,Census Tract 1305,TX,Bexar County,Texas,CT,2284379,0
48,029,141200,1400000US48029141200,48029141200,1412,Census Tract 1412,TX,Bexar County,Texas,CT,3791692,0
48,029,120901,1400000US48029120901,48029120901,1209.01,Census Tract 1209.01,TX,Bexar County,Texas,CT,1924551,6483
48,181,001700,1400000US48181001700,48181001700,17,Census Tract 17,TX,Grayson County,Texas,CT,16028820,105097
48,113,019016,1400000US48113019016,48113019016,190.16,Census Tract 190.16,TX,Dallas County,Texas,CT,1139087,0
48,113,018203,1400000US48113018203,48113018203,182.03,Census Tract 182.03,TX,Dallas County,Texas,CT,4566368,0
48,113,018402,1400000US48113018402,48113018402,184.02,Census Tract 184.02,TX,Dallas County,Texas,CT,2466925,0
48,113,000201,1400000US48113000201,48113000201,2.01,Census Tract 2.01,TX,Dallas County,Texas,CT,1762502,0
48,113,001502,1400000US48113001502,48113001502,15.02,Census Tract 15.02,TX,Dallas County,Texas,CT,1050376,0
48,113,012701,1400000US48113012701,48113012701,127.01,Census Tract 127.01,TX,Dallas County,Texas,CT,2804380,0
48,113,009104,1400000US48113009104,48113009104,91.04,Census Tract 91.04,TX,Dallas County,Texas,CT,1215502,0
48,113,013010,1400000US48113013010,48113013010,130.10,Census Tract 130.10,TX,Dallas County,Texas,CT,1404466,0
48,113,018204,1400000US48113018204,48113018204,182.04,Census Tract 182.04,TX,Dallas County,Texas,CT,1757605,0
48,113,005400,1400000US48113005400,48113005400,54,Census Tract 54,TX,Dallas County,Texas,CT,2645077,0
48,113,012209,1400000US48113012209,48113012209,122.09,Census Tract 122.09,TX,Dallas County,Texas,CT,1765091,0
48,113,019024,1400000US48113019024,48113019024,190.24,Census Tract 190.24,TX,Dallas County,Texas,CT,2520606,0
48,113,016518,1400000US48113016518,48113016518,165.18,Census Tract 165.18,TX,Dallas County,Texas,CT,2535379,15027
48,113,019025,1400000US48113019025,48113019025,190.25,Census Tract 190.25,TX,Dallas County,Texas,CT,2001966,0
48,113,016302,1400000US48113016302,48113016302,163.02,Census Tract 163.02,TX,Dallas County,Texas,CT,860045,0
48,113,014203,1400000US48113014203,48113014203,142.03,Census Tract 142.03,TX,Dallas County,Texas,CT,1657175,5588
48,113,014406,1400000US48113014406,48113014406,144.06,Census Tract 144.06,TX,Dallas County,Texas,CT,2025185,0
48,113,013715,1400000US48113013715,48113013715,137.15,Census Tract 137.15,TX,Dallas County,Texas,CT,804143,0
48,113,009701,1400000US48113009701,48113009701,97.01,Census Tract 97.01,TX,Dallas County,Texas,CT,2545829,0
48,113,013606,1400000US48113013606,48113013606,136.06,Census Tract 136.06,TX,Dallas County,Texas,CT,2334540,0
48,113,006900,1400000US48113006900,48113006900,69,Census Tract 69,TX,Dallas County,Texas,CT,1583676,0
48,419,950100,1400000US48419950100,48419950100,9501,Census Tract 9501,TX,Shelby County,Texas,CT,358941753,32103021
48,419,950300,1400000US48419950300,48419950300,9503,Census Tract 9503,TX,Shelby County,Texas,CT,328833723,4650871
48,215,021201,1400000US48215021201,48215021201,212.01,Census Tract 212.01,TX,Hidalgo County,Texas,CT,3558983,0
48,329,001500,1400000US48329001500,48329001500,15,Census Tract 15,TX,Midland County,Texas,CT,6230485,0
48,329,001700,1400000US48329001700,48329001700,17,Census Tract 17,TX,Midland County,Texas,CT,3474518,0
48,475,950100,1400000US48475950100,48475950100,9501,Census Tract 9501,TX,Ward County,Texas,CT,2151907291,592739
48,485,010100,1400000US48485010100,48485010100,101,Census Tract 101,TX,Wichita County,Texas,CT,4108385,0
48,441,010800,1400000US48441010800,48441010800,108,Census Tract 108,TX,Taylor County,Texas,CT,2372585,0
48,061,013204,1400000US48061013204,48061013204,132.04,Census Tract 132.04,TX,Cameron County,Texas,CT,866306,593
48,061,012900,1400000US48061012900,48061012900,129,Census Tract 129,TX,Cameron County,Texas,CT,2815470,153563
48,061,010900,1400000US48061010900,48061010900,109,Census Tract 109,TX,Cameron County,Texas,CT,1606069,1401
48,061,011200,1400000US48061011200,48061011200,112,Census Tract 112,TX,Cameron County,Texas,CT,1054461,15247
48,257,051000,1400000US48257051000,48257051000,510,Census Tract 510,TX,Kaufman County,Texas,CT,8526174,405470
48,183,000402,1400000US48183000402,48183000402,4.02,Census Tract 4.02,TX,Gregg County,Texas,CT,3006041,12612
48,449,950500,1400000US48449950500,48449950500,9505,Census Tract 9505,TX,Titus County,Texas,CT,8866166,43396
48,449,950600,1400000US48449950600,48449950600,9506,Census Tract 9506,TX,Titus County,Texas,CT,5436952,30643
48,223,950401,1400000US48223950401,48223950401,9504.01,Census Tract 9504.01,TX,Hopkins County,Texas,CT,4251086,8672
48,423,002006,1400000US48423002006,48423002006,20.06,Census Tract 20.06,TX,Smith County,Texas,CT,4430109,816
48,423,001101,1400000US48423001101,48423001101,11.01,Census Tract 11.01,TX,Smith County,Texas,CT,3724799,0
48,313,000200,1400000US48313000200,48313000200,2,Census Tract 2,TX,Madison County,Texas,CT,435135748,4724173
48,041,000800,1400000US48041000800,48041000800,8,Census Tract 8,TX,Brazos County,Texas,CT,4218639,0
48,041,001801,1400000US48041001801,48041001801,18.01,Census Tract 18.01,TX,Brazos County,Texas,CT,2923231,0
48,471,790500,1400000US48471790500,48471790500,7905,Census Tract 7905,TX,Walker County,Texas,CT,7054907,15563
48,339,691100,1400000US48339691100,48339691100,6911,Census Tract 6911,TX,Montgomery County,Texas,CT,2367921,0
48,291,701200,1400000US48291701200,48291701200,7012,Census Tract 7012,TX,Liberty County,Texas,CT,151329815,7084195
48,395,960300,1400000US48395960300,48395960300,9603,Census Tract 9603,TX,Robertson County,Texas,CT,850653199,14493067
48,331,950300,1400000US48331950300,48331950300,9503,Census Tract 9503,TX,Milam County,Texas,CT,650774267,3010414
48,347,950100,1400000US48347950100,48347950100,9501,Census Tract 9501,TX,Nacogdoches County,Texas,CT,228057261,2257003
48,455,950300,1400000US48455950300,48455950300,9503,Census Tract 9503,TX,Trinity County,Texas,CT,386356011,13363009
48,439,105512,1400000US48439105512,48439105512,1055.12,Census Tract 1055.12,TX,Tarrant County,Texas,CT,2645458,0
48,439,104503,1400000US48439104503,48439104503,1045.03,Census Tract 1045.03,TX,Tarrant County,Texas,CT,1675746,0
48,439,104603,1400000US48439104603,48439104603,1046.03,Census Tract 1046.03,TX,Tarrant County,Texas,CT,2484889,0
48,439,121611,1400000US48439121611,48439121611,1216.11,Census Tract 1216.11,TX,Tarrant County,Texas,CT,3003371,0
48,439,121703,1400000US48439121703,48439121703,1217.03,Census Tract 1217.03,TX,Tarrant County,Texas,CT,1884606,0
48,439,113517,1400000US48439113517,48439113517,1135.17,Census Tract 1135.17,TX,Tarrant County,Texas,CT,1291618,0
48,439,113206,1400000US48439113206,48439113206,1132.06,Census Tract 1132.06,TX,Tarrant County,Texas,CT,3732012,22564
48,439,102700,1400000US48439102700,48439102700,1027,Census Tract 1027,TX,Tarrant County,Texas,CT,1746452,0
48,041,001301,1400000US48041001301,48041001301,13.01,Census Tract 13.01,TX,Brazos County,Texas,CT,1644240,0
48,041,002011,1400000US48041002011,48041002011,20.11,Census Tract 20.11,TX,Brazos County,Texas,CT,214199292,2926997
48,187,210710,1400000US48187210710,48187210710,2107.10,Census Tract 2107.10,TX,Guadalupe County,Texas,CT,1969262,0
48,245,000307,1400000US48245000307,48245000307,3.07,Census Tract 3.07,TX,Jefferson County,Texas,CT,9620502,275142
48,139,060803,1400000US48139060803,48139060803,608.03,Census Tract 608.03,TX,Ellis County,Texas,CT,35577940,319084
48,355,005416,1400000US48355005416,48355005416,54.16,Census Tract 54.16,TX,Nueces County,Texas,CT,3475335,64730
48,355,005415,1400000US48355005415,48355005415,54.15,Census Tract 54.15,TX,Nueces County,Texas,CT,2684110,0
48,201,340900,1400000US48201340900,48201340900,3409,Census Tract 3409,TX,Harris County,Texas,CT,3976326,5797
48,201,323000,1400000US48201323000,48201323000,3230,Census Tract 3230,TX,Harris County,Texas,CT,1399242,0
48,201,251401,1400000US48201251401,48201251401,2514.01,Census Tract 2514.01,TX,Harris County,Texas,CT,1202217,0
48,201,411700,1400000US48201411700,48201411700,4117,Census Tract 4117,TX,Harris County,Texas,CT,1210751,2993
48,201,451401,1400000US48201451401,48201451401,4514.01,Census Tract 4514.01,TX,Harris County,Texas,CT,1084835,0
48,201,450100,1400000US48201450100,48201450100,4501,Census Tract 4501,TX,Harris County,Texas,CT,827362,0
48,201,331800,1400000US48201331800,48201331800,3318,Census Tract 3318,TX,Harris County,Texas,CT,2309168,21803
48,121,021517,1400000US48121021517,48121021517,215.17,Census Tract 215.17,TX,Denton County,Texas,CT,10683882,3494619
48,121,021631,1400000US48121021631,48121021631,216.31,Census Tract 216.31,TX,Denton County,Texas,CT,2502324,1469
48,121,021740,1400000US48121021740,48121021740,217.40,Census Tract 217.40,TX,Denton County,Texas,CT,1846384,0
48,121,021736,1400000US48121021736,48121021736,217.36,Census Tract 217.36,TX,Denton County,Texas,CT,806652,0
48,113,014204,1400000US48113014204,48113014204,142.04,Census Tract 142.04,TX,Dallas County,Texas,CT,4828675,9928
48,061,013003,1400000US48061013003,48061013003,130.03,Census Tract 130.03,TX,Cameron County,Texas,CT,1522070,22111
48,469,001503,1400000US48469001503,48469001503,15.03,Census Tract 15.03,TX,Victoria County,Texas,CT,4331342,125669
48,453,001606,1400000US48453001606,48453001606,16.06,Census Tract 16.06,TX,Travis County,Texas,CT,503773,0
48,029,171912,1400000US48029171912,48029171912,1719.12,Census Tract 1719.12,TX,Bexar County,Texas,CT,8387987,562
48,029,131506,1400000US48029131506,48029131506,1315.06,Census Tract 1315.06,TX,Bexar County,Texas,CT,9785526,30498
48,029,171919,1400000US48029171919,48029171919,1719.19,Census Tract 1719.19,TX,Bexar County,Texas,CT,2071053,1377
48,029,191813,1400000US48029191813,48029191813,1918.13,Census Tract 1918.13,TX,Bexar County,Texas,CT,2827853,0
48,453,000801,1400000US48453000801,48453000801,8.01,Census Tract 8.01,TX,Travis County,Texas,CT,1297989,0
48,479,001716,1400000US48479001716,48479001716,17.16,Census Tract 17.16,TX,Webb County,Texas,CT,1554707,65292
48,479,001202,1400000US48479001202,48479001202,12.02,Census Tract 12.02,TX,Webb County,Texas,CT,627060,0
48,479,000108,1400000US48479000108,48479000108,1.08,Census Tract 1.08,TX,Webb County,Texas,CT,839451,0
48,441,012100,1400000US48441012100,48441012100,121,Census Tract 121,TX,Taylor County,Texas,CT,1263312,14615
48,085,031657,1400000US48085031657,48085031657,316.57,Census Tract 316.57,TX,Collin County,Texas,CT,4017490,48770
48,085,030605,1400000US48085030605,48085030605,306.05,Census Tract 306.05,TX,Collin County,Texas,CT,6448845,227345
48,085,030303,1400000US48085030303,48085030303,303.03,Census Tract 303.03,TX,Collin County,Texas,CT,9946832,70304
48,085,030520,1400000US48085030520,48085030520,305.20,Census Tract 305.20,TX,Collin County,Texas,CT,2783651,0
48,085,031719,1400000US48085031719,48085031719,317.19,Census Tract 317.19,TX,Collin County,Texas,CT,922453,1556
48,439,105007,1400000US48439105007,48439105007,1050.07,Census Tract 1050.07,TX,Tarrant County,Texas,CT,5077028,143498
48,439,122802,1400000US48439122802,48439122802,1228.02,Census Tract 1228.02,TX,Tarrant County,Texas,CT,1779265,0
48,439,104100,1400000US48439104100,48439104100,1041,Census Tract 1041,TX,Tarrant County,Texas,CT,1299728,0
48,141,000207,1400000US48141000207,48141000207,2.07,Census Tract 2.07,TX,El Paso County,Texas,CT,1917431,0
48,141,010102,1400000US48141010102,48141010102,101.02,Census Tract 101.02,TX,El Paso County,Texas,CT,6222489,0
48,141,010323,1400000US48141010323,48141010323,103.23,Census Tract 103.23,TX,El Paso County,Texas,CT,1569767,0
48,375,980000,1400000US48375980000,48375980000,9800,Census Tract 9800,TX,Potter County,Texas,CT,13003692,34266
48,157,671501,1400000US48157671501,48157671501,6715.01,Census Tract 6715.01,TX,Fort Bend County,Texas,CT,3950550,348010
48,157,674601,1400000US48157674601,48157674601,6746.01,Census Tract 6746.01,TX,Fort Bend County,Texas,CT,3161974,135834
48,113,012208,1400000US48113012208,48113012208,122.08,Census Tract 122.08,TX,Dallas County,Texas,CT,1037011,0
48,113,017605,1400000US48113017605,48113017605,176.05,Census Tract 176.05,TX,Dallas County,Texas,CT,1046078,0
48,113,014405,1400000US48113014405,48113014405,144.05,Census Tract 144.05,TX,Dallas County,Texas,CT,1839711,0
48,113,016622,1400000US48113016622,48113016622,166.22,Census Tract 166.22,TX,Dallas County,Texas,CT,5383282,0
48,213,950601,1400000US48213950601,48213950601,9506.01,Census Tract 9506.01,TX,Henderson County,Texas,CT,8952828,5534521
48,323,950204,1400000US48323950204,48323950204,9502.04,Census Tract 9502.04,TX,Maverick County,Texas,CT,5289731,214846
48,237,950100,1400000US48237950100,48237950100,9501,Census Tract 9501,TX,Jack County,Texas,CT,1460789887,16156658
48,215,020724,1400000US48215020724,48215020724,207.24,Census Tract 207.24,TX,Hidalgo County,Texas,CT,3311669,0
48,325,000401,1400000US48325000401,48325000401,4.01,Census Tract 4.01,TX,Medina County,Texas,CT,90256600,224606
48,507,950200,1400000US48507950200,48507950200,9502,Census Tract 9502,TX,Zavala County,Texas,CT,590775035,2102034
48,347,950900,1400000US48347950900,48347950900,9509,Census Tract 9509,TX,Nacogdoches County,Texas,CT,7046827,63059
48,245,980300,1400000US48245980300,48245980300,9803,Census Tract 9803,TX,Jefferson County,Texas,CT,3933001,39199
